,year,steel_plant,technology,capacity,country_code,production,low_carbon_tech,s1_emissions,s2_emissions,s3_emissions,scenario_tech_moratorium,scenario_carbon_tax,scenario_green_premium,scenario_electricity_cost_scenario,scenario_hydrogen_cost_scenario,scenario_steel_demand_scenario,region_wsa_region,region_continent,region_region
27,2020,ArcelorMittal Dofasco steel plant,Avg BF-BOF,2.35,CAN,2.8315564123566834,N,7.085309242625456,0.0,0.6252285834584635,True,False,True,average,average,average,USMCA,North America,Northern America
28,2020,Tenaris Algoma Tubes steel plant,Avg BF-BOF,2.9,CAN,3.494261104610375,N,8.743573107920776,0.0,0.7715586774593804,True,False,True,average,average,average,USMCA,North America,Northern America
29,2020,Evraz Regina Steel plant,EAF,1.5,CAN,1.8073764334191595,N,0.29490852821514424,0.5009182408074899,0.03511342565227406,True,False,True,average,average,average,USMCA,North America,Northern America
30,2020,Stelco Lake Erie steel plant,Avg BF-BOF,2.4,CAN,2.891802293470655,N,7.236060503106849,0.0,0.6385313192767286,True,False,True,average,average,average,USMCA,North America,Northern America
31,2020,CAP Acero steel plant,Avg BF-BOF,1.5,CHL,1.8073764334191595,N,4.5225378144417805,0.0,0.3990820745479554,True,False,True,average,average,average,Central and South America,South America,South America
32,2020,"Wuhu Xinxing Ductile Iron Pipes Co., Ltd.",Avg BF-BOF,1.5,CHN,1.8073764334191595,N,4.5225378144417805,0.0,0.3990820745479554,True,False,True,average,average,average,China,Asia,Eastern Asia
33,2020,"Ma'anshan Iron & Steel Co., Ltd.",Avg BF-BOF,10.2325,CHN,12.329319569974368,N,30.851245457517017,0.0,2.7224048852079696,True,False,True,average,average,average,China,Asia,Eastern Asia
34,2020,"Anhui Changjiang Steel Co., Ltd.",Avg BF-BOF,5.1,CHN,6.145079873625142,N,15.376628569102053,0.0,1.3568790534630484,True,False,True,average,average,average,China,Asia,Eastern Asia
35,2020,"Anhui Guihang Special Steel Co., Ltd.",BAT BF-BOF,3.0,CHN,3.614752866838319,N,7.084017681667454,0.0,0.5789008315390112,True,False,True,average,average,average,China,Asia,Eastern Asia
36,2020,"Tongling Fuxin Iron and Steel Co., Ltd.",Avg BF-BOF,1.26,CHN,1.518196204072094,N,3.798931764131096,0.0,0.3352289426202825,True,False,True,average,average,average,China,Asia,Eastern Asia
37,2020,"Wuhu Fuxin Iron and Steel Co., Ltd.",Avg BF-BOF,2.0,CHN,2.4098352445588795,N,6.030050419255708,0.0,0.5321094327306073,True,False,True,average,average,average,China,Asia,Eastern Asia
